reaction	reaction_type	label	raw_idx
[Cl:1][c:2]1[cH:3][cH:4][c:6]2[c:7]([c:8]1[N:9]1[CH2:10][C@@H:11]([NH:12][C:13]([CH3:14])=[O:15])[CH2:16][CH2:17]1)[CH2:18][CH2:19][O:20]2.[Cl:5][N:27]1[C:22](=[O:21])[CH2:23][CH2:24][C:25]1=[O:26]>N[C@H]1CCN(c2cccc3c2CCO3)C1>[Cl:1][c:2]1[cH:3][c:4]([Cl:5])[c:6]2[c:7]([c:8]1[N:9]1[CH2:10][C@@H:11]([NH:12][C:13]([CH3:14])=[O:15])[CH2:16][CH2:17]1)[CH2:18][CH2:19][O:20]2.[O:21]=[C:22]1[CH2:23][CH2:24][C:25](=[O:26])[NH:27]1	15	10.1.2	34237
[CH:1]([CH3:2])([CH3:3])[N:4]([C@H:5]1[CH2:6][N:7]([C:8](=[O:9])[O:10][C:11]([CH3:12])([CH3:13])[CH3:14])[CH2:15][CH2:16][CH2:17]1)[C:18](=[O:19])[c:20]1[cH:21][cH:23][c:24]2[c:25]([cH:26]1)[N:27]([CH2:28][CH2:29][CH2:30][CH2:31][O:32][CH3:33])[C:34](=[O:35])[C:36]2([CH3:37])[CH3:38].[Cl:22][N:45]1[C:40](=[O:39])[CH2:41][CH2:42][C:43]1=[O:44]>O.CN(C)C=O>[CH:1]([CH3:2])([CH3:3])[N:4]([C@H:5]1[CH2:6][N:7]([C:8](=[O:9])[O:10][C:11]([CH3:12])([CH3:13])[CH3:14])[CH2:15][CH2:16][CH2:17]1)[C:18](=[O:19])[c:20]1[c:21]([Cl:22])[cH:23][c:24]2[c:25]([cH:26]1)[N:27]([CH2:28][CH2:29][CH2:30][CH2:31][O:32][CH3:33])[C:34](=[O:35])[C:36]2([CH3:37])[CH3:38].[O:39]=[C:40]1[CH2:41][CH2:42][C:43](=[O:44])[NH:45]1	15	10.1.2	17150
[Cl:18][N:30]1[C:25](=[O:24])[CH2:26][CH2:27][C:28]1=[O:29].[F:1][c:2]1[c:3]([C:4](=[O:5])[OH:6])[cH:7][c:8]([CH2:9][c:10]2[cH:11][nH:12][c:13](=[O:14])[c:15]3[n:16]2[cH:17][c:19]([CH3:20])[cH:21]3)[cH:22][cH:23]1>C1CCOC1>[F:1][c:2]1[c:3]([C:4](=[O:5])[OH:6])[cH:7][c:8]([CH2:9][c:10]2[cH:11][nH:12][c:13](=[O:14])[c:15]3[n:16]2[c:17]([Cl:18])[c:19]([CH3:20])[cH:21]3)[cH:22][cH:23]1.[O:24]=[C:25]1[CH2:26][CH2:27][C:28](=[O:29])[NH:30]1	15	10.1.2	43147
[Cl:13][N:22]1[C:17](=[O:16])[CH2:18][CH2:19][C:20]1=[O:21].[OH:1][c:2]1[c:3]([CH2:4][CH2:5][C:6](=[O:7])[O:8][CH3:9])[c:10]([OH:11])[cH:12][cH:14][cH:15]1>CO>[O:16]=[C:17]1[CH2:18][CH2:19][C:20](=[O:21])[NH:22]1.[OH:1][c:2]1[c:3]([CH2:4][CH2:5][C:6](=[O:7])[O:8][CH3:9])[c:10]([OH:11])[c:12]([Cl:13])[cH:14][cH:15]1	15	10.1.2	32046
[CH3:1][c:2]1[n:3][c:4]2[n:5]([c:6]([CH3:7])[cH:8]1)[n:9][c:10]([S:11](=[O:12])(=[O:13])[NH:14][c:15]1[c:16]([F:17])[cH:18][cH:19][cH:20][c:21]1[F:22])[cH:23]2.[Cl:24][N:31]1[C:26](=[O:25])[CH2:27][CH2:28][C:29]1=[O:30]>CC#N.[K+].[Br-]>[CH3:1][c:2]1[n:3][c:4]2[n:5]([c:6]([CH3:7])[cH:8]1)[n:9][c:10]([S:11](=[O:12])(=[O:13])[NH:14][c:15]1[c:16]([F:17])[cH:18][cH:19][cH:20][c:21]1[F:22])[c:23]2[Cl:24].[O:25]=[C:26]1[CH2:27][CH2:28][C:29](=[O:30])[NH:31]1	15	10.1.2	45427
[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:7][cH:8]1)[n:9]1[n:10][c:11]([CH2:12][OH:13])[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]12.[Cl:6][c:25]1[cH:24][cH:23][c:22]([CH2:21][Cl:20])[cH:27][cH:26]1>CCCCCC.CCOC(C)=O.Cc1ccccc1.[H-].O.[Na+]>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([Cl:6])[cH:7][cH:8]1)[n:9]1[n:10][c:11]([CH2:12][OH:13])[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]12.[Cl:20][CH2:21][c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1	15	10.1.2	2603
[ClH:1].[cH:2]1[c:3]([NH2:4])[c:5]([F:6])[cH:7][c:8]([CH:9]([CH2:10][NH:11][CH:12]([CH3:13])[CH3:14])[OH:15])[cH:16]1>[Cl].Cl>[Cl:1][c:2]1[c:3]([NH2:4])[c:5]([F:6])[cH:7][c:8]([CH:9]([CH2:10][NH:11][CH:12]([CH3:13])[CH3:14])[OH:15])[cH:16]1	15	10.1.2	37266
[Br:1][N:20]1[C:15](=[O:14])[CH2:16][CH2:17][C:18]1=[O:19].[CH3:2][c:3]1[cH:4][c:5]([Cl:6])[cH:7][cH:8][c:9]1[C:10](=[O:11])[O:12][CH3:13]>CC(=O)OC(C)(C)C.[Na+].CC(C)(C#N)N=NC(C)(C)C#N.O=C([O-])O>[Br:1][CH2:2][c:3]1[cH:4][c:5]([Cl:6])[cH:7][cH:8][c:9]1[C:10](=[O:11])[O:12][CH3:13].[O:14]=[C:15]1[CH2:16][CH2:17][C:18](=[O:19])[NH:20]1	16	10.1.5	28215
[Br:12][N:28]1[C:23](=[O:22])[CH2:24][CH2:25][C:26]1=[O:27].[c:1]1([S:2](=[O:3])(=[O:4])[n:5]2[cH:6][cH:7][c:8]3[cH:9][c:10]([CH3:11])[c:13]([Br:14])[cH:15][c:16]23)[cH:17][cH:18][cH:19][cH:20][cH:21]1>ClC(Cl)(Cl)Cl.CC(C)(C#N)N=NC(C)(C)C#N>[O:22]=[C:23]1[CH2:24][CH2:25][C:26](=[O:27])[NH:28]1.[c:1]1([S:2](=[O:3])(=[O:4])[n:5]2[cH:6][cH:7][c:8]3[cH:9][c:10]([CH2:11][Br:12])[c:13]([Br:14])[cH:15][c:16]23)[cH:17][cH:18][cH:19][cH:20][cH:21]1	16	10.1.5	25412
[Br:17][N:24]1[C:19](=[O:18])[CH2:20][CH2:21][C:22]1=[O:23].[CH:1]([CH3:2])([CH3:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([c:9](=[O:10])[c:11]([C:12]#[N:13])[cH:14][o:15]2)[cH:16]1>ClC(Cl)(Cl)Cl>[C:1]([CH3:2])([CH3:3])([c:4]1[cH:5][cH:6][c:7]2[c:8]([c:9](=[O:10])[c:11]([C:12]#[N:13])[cH:14][o:15]2)[cH:16]1)[Br:17].[O:18]=[C:19]1[CH2:20][CH2:21][C:22](=[O:23])[NH:24]1	16	10.1.5	45453
[Br:1][N:20]1[C:15](=[O:14])[CH2:16][CH2:17][C:18]1=[O:19].[CH2:2]1[c:3]2[cH:4][c:5]([O:6][CH3:7])[cH:8][cH:9][c:10]2[C:11](=[O:12])[CH2:13]1>ClC(Cl)(Cl)Cl.CC(C)(C#N)N=NC(C)(C)C#N>[Br:1][CH:2]1[c:3]2[cH:4][c:5]([O:6][CH3:7])[cH:8][cH:9][c:10]2[C:11](=[O:12])[CH2:13]1.[O:14]=[C:15]1[CH2:16][CH2:17][C:18](=[O:19])[NH:20]1	16	10.1.5	28238
[Br:20][N:28]1[C:23](=[O:22])[CH2:24][CH2:25][C:26]1=[O:27].[CH2:1]([CH3:2])[O:3][C:4]([c:5]1[c:6]([O:7][Si:8]([CH3:9])([CH3:10])[C:11]([CH3:12])([CH3:13])[CH3:14])[cH:15][cH:16][cH:17][c:18]1[CH3:19])=[O:21]>N#CC1(N=NC2(C#N)CCCCC2)CCCCC1>[CH2:1]([CH3:2])[O:3][C:4]([c:5]1[c:6]([O:7][Si:8]([CH3:9])([CH3:10])[C:11]([CH3:12])([CH3:13])[CH3:14])[cH:15][cH:16][cH:17][c:18]1[CH2:19][Br:20])=[O:21].[O:22]=[C:23]1[CH2:24][CH2:25][C:26](=[O:27])[NH:28]1	16	10.1.5	22677
[Br:9][N:26]1[C:21](=[O:20])[CH2:22][CH2:23][C:24]1=[O:25].[CH2:1]([CH3:2])[O:3][C:4](=[O:5])[c:6]1[c:7]([CH3:8])[n:10]([CH2:11][CH2:12][CH:13]([CH3:14])[CH3:15])[c:16]([Cl:17])[c:18]1[Cl:19]>CCOC(C)=O.c1ccccc1.O=C(OOC(=O)c1ccccc1)c1ccccc1>[CH2:1]([CH3:2])[O:3][C:4](=[O:5])[c:6]1[c:7]([CH2:8][Br:9])[n:10]([CH2:11][CH2:12][CH:13]([CH3:14])[CH3:15])[c:16]([Cl:17])[c:18]1[Cl:19].[O:20]=[C:21]1[CH2:22][CH2:23][C:24](=[O:25])[NH:26]1	16	10.1.5	49919
[Br:1][N:23]1[C:18](=[O:17])[CH2:19][CH2:20][C:21]1=[O:22].[CH3:2][c:3]1[c:4](-[c:5]2[cH:6][cH:7][c:8]([Cl:9])[cH:10][cH:11]2)[n:12][c:13]([CH3:14])[n:15][cH:16]1>ClC(Cl)(Cl)Cl.O=C(OOC(=O)c1ccccc1)c1ccccc1.O=C1CCC(=O)N1>[Br:1][CH2:2][c:3]1[c:4](-[c:5]2[cH:6][cH:7][c:8]([Cl:9])[cH:10][cH:11]2)[n:12][c:13]([CH3:14])[n:15][cH:16]1.[O:17]=[C:18]1[CH2:19][CH2:20][C:21](=[O:22])[NH:23]1	16	10.1.5	48504
[Br:5][N:22]1[C:17](=[O:16])[CH2:18][CH2:19][C:20]1=[O:21].[Cl:1][c:2]1[c:3]([CH3:4])[c:6]([C:7](=[O:8])[O:9][CH2:10][CH3:11])[cH:12][cH:13][c:14]1[Cl:15]>ClC(Cl)(Cl)Cl>[Cl:1][c:2]1[c:3]([CH2:4][Br:5])[c:6]([C:7](=[O:8])[O:9][CH2:10][CH3:11])[cH:12][cH:13][c:14]1[Cl:15].[O:16]=[C:17]1[CH2:18][CH2:19][C:20](=[O:21])[NH:22]1	16	10.1.5	49574
[N+:11]([OH:12])([O-:13])=[O:16].[c:1]1(-[c:2]2[cH:3][n:4][cH:5][cH:6][cH:7]2)[cH:8][cH:9][cH:10][cH:14][cH:15]1>[OH-].[Na+].O=S(=O)(O)O>[OH2:16].[c:1]1(-[c:2]2[cH:3][n:4][cH:5][cH:6][cH:7]2)[cH:8][cH:9][c:10]([N+:11](=[O:12])[O-:13])[cH:14][cH:15]1	17	10.2.1	2134
[Cl:1][c:2]1[c:3]([C:4](=[O:5])[c:6]2[c:7]([CH3:8])[cH:9][c:10]([O:11][CH3:12])[cH:13][cH:17]2)[c:18]([Cl:19])[cH:20][cH:21][cH:22]1.[N+:14]([OH:15])([O-:16])=[O:23]>O>[Cl:1][c:2]1[c:3]([C:4](=[O:5])[c:6]2[c:7]([CH3:8])[cH:9][c:10]([O:11][CH3:12])[c:13]([N+:14](=[O:15])[O-:16])[cH:17]2)[c:18]([Cl:19])[cH:20][cH:21][cH:22]1.[OH2:23]	17	10.2.1	35703
[OH:1][N+:2](=[O:3])[O-:14].[cH:4]1[cH:5][c:6]([F:7])[cH:8][c:9]2[c:10]1[O:11][CH2:12][CH2:13]2>CC(=O)OC(C)=O>[O-:1][N+:2](=[O:3])[c:4]1[cH:5][c:6]([F:7])[cH:8][c:9]2[c:10]1[O:11][CH2:12][CH2:13]2.[OH-:14]	17	10.2.1	15631
[Cl:1][c:2]1[cH:3][cH:4][c:8]([NH:9][S:10](=[O:11])(=[O:12])[c:13]2[cH:14][cH:15][c:16]([CH2:17][CH3:18])[cH:19][cH:20]2)[cH:21][cH:22]1.[N+:5]([OH:6])([O-:7])=[O:23]>CC(=O)O.O>[Cl:1][c:2]1[cH:3][c:4]([N+:5](=[O:6])[O-:7])[c:8]([NH:9][S:10](=[O:11])(=[O:12])[c:13]2[cH:14][cH:15][c:16]([CH2:17][CH3:18])[cH:19][cH:20]2)[cH:21][cH:22]1.[OH2:23]	17	10.2.1	22588
[O-:1][N+:2](=[O:3])[O-:16].[cH:4]1[cH:5][c:6]([F:7])[c:8]2[c:9]([cH:10]1)[CH2:11][C:12](=[O:13])[N:14]2[CH3:15]>O.[Na+].O=C(O)C(F)(F)F>[O-:1][N+:2](=[O:3])[c:4]1[cH:5][c:6]([F:7])[c:8]2[c:9]([cH:10]1)[CH2:11][C:12](=[O:13])[N:14]2[CH3:15].[OH-:16]	17	10.2.1	18588
[OH:1][N+:2](=[O:3])[O-:14].[cH:4]1[c:5]([CH3:6])[n:7][n:8]([CH3:9])[c:10]1[C:11](=[O:12])[OH:13]>O=S(=O)(O)O>[O-:1][N+:2](=[O:3])[c:4]1[c:5]([CH3:6])[n:7][n:8]([CH3:9])[c:10]1[C:11](=[O:12])[OH:13].[OH-:14]	17	10.2.1	8894
[CH3:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][cH:7]1)[C:11](=[O:12])[CH2:13][CH2:14]2.[N+:8]([O-:9])([O-:10])=[O:15]>O=S(=O)(O)O.O.[K+]>[CH3:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[N+:8](=[O:9])[O-:10])[C:11](=[O:12])[CH2:13][CH2:14]2.[OH2:15]	17	10.2.1	10916
[O-:1][N+:2](=[O:3])[O-:33].[cH:4]1[c:5]([NH2:6])[cH:7][c:8]([CH:9]2[N:10]([C:11]([C:12]([F:13])([F:14])[F:15])=[O:16])[CH2:17][CH2:18][CH2:19]2)[c:20]([O:21][c:22]2[cH:23][cH:24][c:25]([S:26](=[O:27])(=[O:28])[CH3:29])[cH:30][cH:31]2)[cH:32]1>[Na+].[K+].O=C([O-])O.O=C(O)C(F)(F)F>[O-:1][N+:2](=[O:3])[c:4]1[c:5]([NH2:6])[cH:7][c:8]([CH:9]2[N:10]([C:11]([C:12]([F:13])([F:14])[F:15])=[O:16])[CH2:17][CH2:18][CH2:19]2)[c:20]([O:21][c:22]2[cH:23][cH:24][c:25]([S:26](=[O:27])(=[O:28])[CH3:29])[cH:30][cH:31]2)[cH:32]1.[OH-:33]	17	10.2.1	21332
[CH2:2]([C@H:3]([c:4]1[cH:5][cH:6][c:7]([O:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17]1)/[CH:18]=[CH:19]\[CH3:20])[C:21](=[O:22])[O:23][CH3:24].[CH:1]([N-:28][CH:26]([CH3:25])[CH3:27])([CH3:29])[CH3:30]>C1CCOC1.[Li+].CI>[CH3:1][C@@H:2]([C@H:3]([c:4]1[cH:5][cH:6][c:7]([O:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17]1)/[CH:18]=[CH:19]\[CH3:20])[C:21](=[O:22])[O:23][CH3:24].[CH3:25][CH:26]([CH3:27])[NH-:28].[CH4:29].[CH4:30]	18	10.4.2	25082
[CH2:1]([CH3:2])[O:3][P:4]([O:5][CH2:6][CH3:7])(=[O:8])[CH2:9][c:10]1[n:11][cH:12][n:13]([C:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)([c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[c:27]2[cH:28][cH:29][cH:30][cH:31][cH:32]2)[cH:33]1.[CH3:34][CH2:39][CH2:38][CH2:37][CH2:36][CH3:35]>C1CCOC1.[Li]CCCC.CI>[CH2:1]([CH3:2])[O:3][P:4]([O:5][CH2:6][CH3:7])(=[O:8])[CH:9]([c:10]1[n:11][cH:12][n:13]([C:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)([c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[c:27]2[cH:28][cH:29][cH:30][cH:31][cH:32]2)[cH:33]1)[CH3:34].[CH3:35][CH2:36][CH2:37][CH2:38][CH3:39]	18	10.4.2	35945
[C@H:6]12[C@@H:7]([O:8][C:9](=[O:10])[C@@H:11]([CH3:12])[CH2:13][CH3:14])[CH2:16][C@@H:17]([CH3:18])[CH:19]=[C:20]1[CH:21]=[CH:22][C@H:23]([CH3:24])[C@@H:25]2[CH2:26][CH2:27][C@@H:28]1[CH2:29][C@@H:30]([OH:31])[CH2:32][C:33](=[O:34])[O:35]1.[CH2:15]([CH2:38][CH2:37][CH3:36])[NH-:39].[n-:1]1[c-:2][cH:3][cH:4][cH:5]1>[Li+].[Li+].CI>[C@H:6]12[C@@H:7]([O:8][C:9](=[O:10])[C:11]([CH3:12])([CH2:13][CH3:14])[CH3:15])[CH2:16][C@@H:17]([CH3:18])[CH:19]=[C:20]1[CH:21]=[CH:22][C@H:23]([CH3:24])[C@@H:25]2[CH2:26][CH2:27][C@@H:28]1[CH2:29][C@@H:30]([OH:31])[CH2:32][C:33](=[O:34])[O:35]1.[CH3:36][CH2:37][CH3:38].[NH-:1][CH2:2][CH2:3][CH2:4][CH3:5].[NH2-:39]	18	10.4.2	29435
[C:2]([C:13]([O:12][CH3:11])=[O:14])(=[O:15])[O:16][CH3:17].[nH:1]1[cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]12>O.CCOCC.CN(C)C=O.Cl.[K+].CC(C)(C)[O-]>[CH3:11][O:12][CH:13]=[O:14].[OH2:15].[OH:16][CH3:17].[n:1]1([CH3:2])[cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]12	18	10.4.2	24702
[CH2:9]([CH2:15][CH2:14][CH2:13][C@H:12]([NH2:11])[C:17](=[O:18])[OH:19])[NH2:16].[CH:1]([CH3:2])([CH2:3][C@H:4]([NH2:5])[C:6]([OH:7])=[O:8])[CH3:10]>CSCC[C@H](N)C(=O)O.CC(C)[C@H](N)C(=O)O.C[C@@H](O)[C@H](N)C(=O)O.N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O.N[C@@H](Cc1ccccc1)C(=O)O.O=C1O[C@H]([C@@H](O)CO)C(O)=C1O>[CH2:1]([CH3:2])[C@@H:3]([C@H:4]([NH2:5])[C:6]([OH:7])=[O:8])[CH3:9].[CH4:10].[NH2:11][CH:12]([CH2:13][CH2:14][CH3:15])[C:17](=[O:18])[OH:19].[NH3:16]	18	10.4.2	25416
[CH3:8][OH:13].[Cl:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH2:7])[c:9]1[C:10](=[O:11])[OH:12]>[BH4-].[OH-].[Na].[Na+].Cl.[K+]>[Cl:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:7][CH3:8])[c:9]1[C:10](=[O:11])[OH:12].[OH2:13]	18	10.4.2	27653
[CH2:2]([C:3](=[O:4])[O:5][CH2:6][CH3:7])[CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH3:14].[CH:1]([NH:18][CH:16]([CH3:15])[CH3:17])([CH3:19])[CH3:20]>C1CCOC1.[NH4+].[Cl-].[Li]CCCC.CI.CN(C)P(=O)(N(C)C)N(C)C>[CH3:15][CH:16]([CH3:17])[NH2:18].[CH3:1][CH:2]([C:3](=[O:4])[O:5][CH2:6][CH3:7])[CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH3:14].[CH4:19].[CH4:20]	18	10.4.2	29706
[CH:1]([NH:19][CH:17]([CH3:16])[CH3:18])([CH3:20])[CH3:21].[CH:2]1([CH3:3])[S:4][CH:5]([c:6]2[cH:7][n:8][cH:9][cH:10][cH:11]2)[N:12]([CH3:13])[C:14]1=[O:15]>CCCCCC.C1CCOC1.[Li]CCCC.CI.O=P([O-])([O-])[O-]>[CH3:16][CH:17]([CH3:18])[NH2:19].[CH3:1][C:2]1([CH3:3])[S:4][CH:5]([c:6]2[cH:7][n:8][cH:9][cH:10][cH:11]2)[N:12]([CH3:13])[C:14]1=[O:15].[CH4:20].[CH4:21]	18	10.4.2	43145
[C:5]([CH:6]([CH3:7])[CH3:8])(=[O:9])[Cl:15].[N:1]1([CH2:2][CH2:3][NH2:4])[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14]1>CCN(CC)CC>[ClH:15].[N:1]1([CH2:2][CH2:3][NH:4][C:5]([CH:6]([CH3:7])[CH3:8])=[O:9])[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14]1	19	2.1.1	1938
[F:1][C:2]([c:3]1[cH:4][c:5]([C:6](=[O:7])[Cl:32])[cH:23][c:24]([C:25]([F:26])([F:27])[F:28])[cH:29]1)([F:30])[F:31].[NH:8]1[CH2:9][C:10]([c:11]2[cH:12][c:13]([O:14][CH3:15])[cH:16][cH:17][cH:18]2)([OH:19])[CH2:20][CH2:21][CH2:22]1>>[ClH:32].[F:1][C:2]([c:3]1[cH:4][c:5]([C:6](=[O:7])[N:8]2[CH2:9][C:10]([c:11]3[cH:12][c:13]([O:14][CH3:15])[cH:16][cH:17][cH:18]3)([OH:19])[CH2:20][CH2:21][CH2:22]2)[cH:23][c:24]([C:25]([F:26])([F:27])[F:28])[cH:29]1)([F:30])[F:31]	19	2.1.1	3588
[C:11]([CH2:12][Cl:13])(=[O:14])[Cl:19].[Cl:1][c:2]1[cH:3][cH:4][c:5]([N:6]2[CH2:7][C@@H:8]([CH3:9])[NH:10][CH2:15][CH2:16]2)[cH:17][cH:18]1>ClCCl.CCN(CC)CC>[Cl:1][c:2]1[cH:3][cH:4][c:5]([N:6]2[CH2:7][C@@H:8]([CH3:9])[N:10]([C:11]([CH2:12][Cl:13])=[O:14])[CH2:15][CH2:16]2)[cH:17][cH:18]1.[ClH:19]	19	2.1.1	12500
[C:8]([CH:9]=[CH2:10])(=[O:11])[Cl:18].[CH3:1][n:2]1[cH:3][c:4]([CH2:5][NH:6][CH3:7])[c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]12>ClCCl.CCN(CC)CC>[CH3:1][n:2]1[cH:3][c:4]([CH2:5][N:6]([CH3:7])[C:8]([CH:9]=[CH2:10])=[O:11])[c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]12.[ClH:18]	19	2.1.1	13110
[C:1](=[O:2])([O:3][CH2:4][CH3:5])[Cl:44].[NH2:6][C@H:7]([C:8]([NH:9][C@H:10]([C@@H:11]([C:12]([N:13]1[C@H:14]([C:15]([NH:16][CH2:17][c:18]2[c:19]([CH3:20])[cH:21][cH:22][cH:23][cH:24]2)=[O:25])[C:26]([CH3:27])([CH3:28])[S:29][CH2:30]1)=[O:31])[OH:32])[CH2:33][c:34]1[cH:35][cH:36][cH:37][cH:38][cH:39]1)=[O:40])[CH:41]([CH3:42])[CH3:43]>CCOC(C)=O.CCN(CC)CC>[C:1](=[O:2])([O:3][CH2:4][CH3:5])[NH:6][C@H:7]([C:8]([NH:9][C@H:10]([C@@H:11]([C:12]([N:13]1[C@H:14]([C:15]([NH:16][CH2:17][c:18]2[c:19]([CH3:20])[cH:21][cH:22][cH:23][cH:24]2)=[O:25])[C:26]([CH3:27])([CH3:28])[S:29][CH2:30]1)=[O:31])[OH:32])[CH2:33][c:34]1[cH:35][cH:36][cH:37][cH:38][cH:39]1)=[O:40])[CH:41]([CH3:42])[CH3:43].[ClH:44]	19	2.1.1	13041
[C:16]([Cl:17])(=[O:18])[Cl:19].[NH:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:8]1[n:9][c:10]([CH3:11])[cH:12][c:13]([CH3:14])[n:15]1>Cc1ccccc1.Cl>[ClH:19].[N:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)([c:8]1[n:9][c:10]([CH3:11])[cH:12][c:13]([CH3:14])[n:15]1)[C:16]([Cl:17])=[O:18]	19	2.1.1	1097
[C:1]([CH2:2][CH2:3][CH3:4])(=[O:5])[Cl:20].[NH2:6][c:7]1[cH:8][n:9][c:10]2[cH:11][c:12]([O:13][CH3:14])[cH:15][cH:16][c:17]2[c:18]1[OH:19]>CN(C)C=O.Cl.CCN(CC)CC.ClCCl>[C:1]([CH2:2][CH2:3][CH3:4])(=[O:5])[NH:6][c:7]1[cH:8][n:9][c:10]2[cH:11][c:12]([O:13][CH3:14])[cH:15][cH:16][c:17]2[c:18]1[OH:19].[ClH:20]	19	2.1.1	427
[CH3:1][n:2]1[n:3][c:4](-[c:5]2[cH:6][cH:7][c:8]([C:9](=[O:10])[Cl:24])[s:17]2)[cH:18][c:19]1[C:20]([F:21])([F:22])[F:23].[NH2:11][c:12]1[s:13][cH:14][cH:15][n:16]1>O.[Na+].O=C([O-])O.ClCCl>[CH3:1][n:2]1[n:3][c:4](-[c:5]2[cH:6][cH:7][c:8]([C:9](=[O:10])[NH:11][c:12]3[s:13][cH:14][cH:15][n:16]3)[s:17]2)[cH:18][c:19]1[C:20]([F:21])([F:22])[F:23].[ClH:24]	19	2.1.1	10304
[F:1][c:2]1[cH:3][c:4]([CH2:5][C:6](=[O:7])[NH:8][C@@H:9]([CH3:10])[C:11]([OH:12])=[O:38])[cH:34][c:35]([F:36])[cH:37]1.[NH2:13][CH:14]1[C:15](=[O:16])[N:17]([CH2:18][CH3:19])[c:20]2[c:21]([cH:22][cH:23][cH:24][cH:25]2)[C:26]([c:27]2[cH:28][cH:29][cH:30][cH:31][cH:32]2)=[N:33]1>>[F:1][c:2]1[cH:3][c:4]([CH2:5][C:6](=[O:7])[NH:8][C@@H:9]([CH3:10])[C:11](=[O:12])[NH:13][CH:14]2[C:15](=[O:16])[N:17]([CH2:18][CH3:19])[c:20]3[c:21]([cH:22][cH:23][cH:24][cH:25]3)[C:26]([c:27]3[cH:28][cH:29][cH:30][cH:31][cH:32]3)=[N:33]2)[cH:34][c:35]([F:36])[cH:37]1.[OH2:38]	20	2.1.2	6650
[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][CH:7]([C:8]([OH:9])=[O:24])[CH3:23].[NH2:10][C@H:11]([C:12]([O:13][CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)=[O:21])[CH3:22]>ClCCl.Oc1cccc2[nH]nnc12.C(=NC1CCCCC1)=NC1CCCCC1>[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][CH:7]([C:8](=[O:9])[NH:10][C@H:11]([C:12]([O:13][CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)=[O:21])[CH3:22])[CH3:23].[OH2:24]	20	2.1.2	36
[NH2:5][c:6]1[c:7]([OH:8])[c:9]([C:10](=[O:11])[O:12][CH3:13])[cH:14][cH:15][cH:16]1.[nH:1]1[c:2]([C:3]([OH:4])=[O:24])[cH:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]12>O.CN(C)C=O.Cl.CCN=C=NCCCN(C)C.CCN(C(C)C)C(C)C.On1nnc2ccccc21>[OH2:24].[nH:1]1[c:2]([C:3](=[O:4])[NH:5][c:6]2[c:7]([OH:8])[c:9]([C:10](=[O:11])[O:12][CH3:13])[cH:14][cH:15][cH:16]2)[cH:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]12	20	2.1.2	1188
