reaction	reaction_type	raw_id	original_reaction_type
[CH2:10]([CH2:11][CH2:12][N:13]1[CH2:14][CH2:15][N:16]([C:17](=[O:18])[O:19][C:20]([CH3:21])([CH3:22])[CH3:23])[CH2:24][CH2:25]1)[OH:31].[Cl:1][c:2]1[n:3][cH:4][n:5][c:6]2[cH:7][c:8]([OH:9])[c:26]([O:27][CH3:28])[cH:29][c:30]12>ClCCl.c1ccc(P(c2ccccc2)c2ccccc2)cc1.CC(C)OC(=O)N=NC(=O)OC(C)C>[Cl:1][c:2]1[n:3][cH:4][n:5][c:6]2[cH:7][c:8]([O:9][CH2:10][CH2:11][CH2:12][N:13]3[CH2:14][CH2:15][N:16]([C:17](=[O:18])[O:19][C:20]([CH3:21])([CH3:22])[CH3:23])[CH2:24][CH2:25]3)[c:26]([O:27][CH3:28])[cH:29][c:30]12.[OH2:31]	81	113925	478
[OH:1][CH2:2][CH2:3][CH:4]1[CH2:5][CH2:6][C:7]2=[C:8]([CH2:9][CH2:10]1)[C:11](=[O:12])[C:13]([O:14][CH3:15])=[C:16]([O:17][CH3:18])[C:19]2=[O:20].[c:21]1([OH:28])[cH:22][cH:23][c:24]([CH3:25])[cH:26][cH:27]1>C1COCC1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.CCOC(=O)N=NC(=O)OCC>[O:1]([CH2:2][CH2:3][CH:4]1[CH2:5][CH2:6][C:7]2=[C:8]([CH2:9][CH2:10]1)[C:11](=[O:12])[C:13]([O:14][CH3:15])=[C:16]([O:17][CH3:18])[C:19]2=[O:20])[c:21]1[cH:22][cH:23][c:24]([CH3:25])[cH:26][cH:27]1.[OH2:28]	81	373168	478
[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([c:7]2[cH:8][cH:9][c:10]([CH2:11][CH2:12][CH2:13][OH:14])[cH:22][cH:23]2)[CH2:24][CH2:25][N:26]([C:27](=[O:28])[O:29][C:30]([CH3:31])([CH3:32])[CH3:33])[CH2:34]1.[c:15]1([OH:35])[c:16]([Cl:17])[cH:18][cH:19][cH:20][cH:21]1>C1(C)C=CC=CC=1.CCOC(C)=O.CCCCP(CCCC)CCCC.CCN(C(C)C)C(C)C>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([c:7]2[cH:8][cH:9][c:10]([CH2:11][CH2:12][CH2:13][O:14][c:15]3[c:16]([Cl:17])[cH:18][cH:19][cH:20][cH:21]3)[cH:22][cH:23]2)[CH2:24][CH2:25][N:26]([C:27](=[O:28])[O:29][C:30]([CH3:31])([CH3:32])[CH3:33])[CH2:34]1.[OH2:35]	81	10961	478
[CH3:1][c:2]1[n:3][c:4]2[cH:5][c:6]([OH:7])[cH:16][cH:17][c:18]2[c:19]([N:20]2[CH2:21][CH2:22][CH2:23][CH2:24]2)[cH:25]1.[CH3:8][C:9]([CH2:10][N:11]([CH3:12])[CH3:13])([CH2:14][OH:26])[CH3:15]>C1COCC1.C(Cl)Cl.CO.[NH4+].[OH-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.CCOC(=O)N=NC(=O)OCC>[CH3:1][c:2]1[n:3][c:4]2[cH:5][c:6]([O:7][CH2:8][C:9]([CH2:10][N:11]([CH3:12])[CH3:13])([CH3:14])[CH3:15])[cH:16][cH:17][c:18]2[c:19]([N:20]2[CH2:21][CH2:22][CH2:23][CH2:24]2)[cH:25]1.[OH2:26]	81	319791	478
[CH2:12]([CH2:13][c:14]1[c:15]([CH3:16])[n:17][c:18](-[c:19]2[cH:20][cH:21][c:22]([C:23]([F:24])([F:25])[F:26])[cH:27][cH:28]2)[cH:29][cH:30]1)[OH:38].[CH2:1]([CH3:2])[O:3][C:4]([CH2:5][CH2:6][c:7]1[cH:8][cH:9][c:10]([OH:11])[c:31]2[cH:32][cH:33][cH:34][cH:35][c:36]12)=[O:37]>>[CH2:1]([CH3:2])[O:3][C:4]([CH2:5][CH2:6][c:7]1[cH:8][cH:9][c:10]([O:11][CH2:12][CH2:13][c:14]2[c:15]([CH3:16])[n:17][c:18](-[c:19]3[cH:20][cH:21][c:22]([C:23]([F:24])([F:25])[F:26])[cH:27][cH:28]3)[cH:29][cH:30]2)[c:31]2[cH:32][cH:33][cH:34][cH:35][c:36]12)=[O:37].[OH2:38]	81	329408	478
[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][CH2:9][C@@H:10]([CH2:11][OH:12])[NH:20][C:21]([O:22][C:23]([CH3:24])([CH3:25])[CH3:26])=[O:27].[c:13]1([OH:28])[cH:14][c:15]([CH3:16])[cH:17][cH:18][cH:19]1>ClCCl.C(OCC)(=O)C.CN(C)C=O.C(N(CC)CC)C.CS(=O)(=O)Cl.[Cl-].[Li+].O=C([O-])[O-].[K+].[K+]>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:8][CH2:9][C@@H:10]([CH2:11][O:12][c:13]1[cH:14][c:15]([CH3:16])[cH:17][cH:18][cH:19]1)[NH:20][C:21]([O:22][C:23]([CH3:24])([CH3:25])[CH3:26])=[O:27].[OH2:28]	81	6632	478
[CH2:24]([CH2:25][N:26]1[CH2:27][CH2:28][CH2:29][CH2:30][CH2:31]1)[OH:32].[OH:1][c:2]1[c:3]([O:4][CH3:5])[cH:6][c:7]2[c:8]([NH:9][c:10]3[cH:11][c:12]4[cH:13][cH:14][nH:15][c:16]4[cH:17][cH:18]3)[n:19][cH:20][n:21][c:22]2[cH:23]1>>[O:1]([c:2]1[c:3]([O:4][CH3:5])[cH:6][c:7]2[c:8]([NH:9][c:10]3[cH:11][c:12]4[cH:13][cH:14][nH:15][c:16]4[cH:17][cH:18]3)[n:19][cH:20][n:21][c:22]2[cH:23]1)[CH2:24][CH2:25][N:26]1[CH2:27][CH2:28][CH2:29][CH2:30][CH2:31]1.[OH2:32]	81	32335	478
[OH:1][CH2:2][CH2:3][N:4]1[CH2:5][CH2:6][O:7][CH2:8][CH2:9]1.[c:10]1([OH:40])[c:11]([F:12])[cH:13][c:14](-[c:15]2[cH:16][cH:17][c:18]3[n:19]([n:20]2)[c:21]([CH2:22][O:23][c:24]2[cH:25][cH:26][n:27][c:28]4[cH:29][c:30]([O:31][CH3:32])[cH:33][cH:34][c:35]24)[n:36][n:37]3)[cH:38][cH:39]1>C1COCC1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.CCOC(=O)/N=N/C(=O)OCC>[O:1]([CH2:2][CH2:3][N:4]1[CH2:5][CH2:6][O:7][CH2:8][CH2:9]1)[c:10]1[c:11]([F:12])[cH:13][c:14](-[c:15]2[cH:16][cH:17][c:18]3[n:19]([n:20]2)[c:21]([CH2:22][O:23][c:24]2[cH:25][cH:26][n:27][c:28]4[cH:29][c:30]([O:31][CH3:32])[cH:33][cH:34][c:35]24)[n:36][n:37]3)[cH:38][cH:39]1.[OH2:40]	81	3756	478
[CH:19]([CH2:20][Cl:21])=[O:27].[Cl:1][c:2]1[cH:3][cH:4][c:5]([NH:6][C:7]([NH:8][c:9]2[c:10]([C:11](=[O:12])[NH2:13])[c:14]3[c:15]([s:16]2)[CH2:17][NH:18][CH2:22][CH2:23]3)=[O:24])[cH:25][cH:26]1>CO.O1CCCC1.C(O)(=O)C.C(=O)(O)[O-].[Na+].O=C(O)C(F)(F)F.O=S(=O)([O-])[O-].[Mg+2].[BH3-]C#N.[Na+]>[Cl:1][c:2]1[cH:3][cH:4][c:5]([NH:6][C:7]([NH:8][c:9]2[c:10]([C:11](=[O:12])[NH2:13])[c:14]3[c:15]([s:16]2)[CH2:17][N:18]([CH2:19][CH2:20][Cl:21])[CH2:22][CH2:23]3)=[O:24])[cH:25][cH:26]1.[OH2:27]	82	315698	484
[NH:18]1[CH2:19][CH2:20][N:21]([c:22]2[c:23]([O:24][CH3:25])[cH:26][cH:27][cH:28][cH:29]2)[CH2:30][CH2:31]1.[O:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:8]1[cH:9][c:10](-[c:11]2[n:12][o:13][c:14]([CH2:15][CH2:16][CH:17]=[O:36])[cH:32]2)[cH:33][cH:34][cH:35]1>C(Cl)Cl.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+]>[O:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:8]1[cH:9][c:10](-[c:11]2[n:12][o:13][c:14]([CH2:15][CH2:16][CH2:17][N:18]3[CH2:19][CH2:20][N:21]([c:22]4[c:23]([O:24][CH3:25])[cH:26][cH:27][cH:28][cH:29]4)[CH2:30][CH2:31]3)[cH:32]2)[cH:33][cH:34][cH:35]1.[OH2:36]	82	296746	484
[CH:25]([CH2:26][NH:27][C:28](=[O:29])[O:30][C:31]([CH3:32])([CH3:33])[CH3:34])=[O:44].[F:1][c:2]1[cH:3][c:4]([CH2:5][NH:6][c:7]2[c:8]([CH2:9][C:10](=[O:11])[NH2:12])[cH:13][n:14][c:15]([NH:16][c:17]3[cH:18][cH:19][c:20]([N:21]4[CH2:22][CH2:23][NH:24][CH2:35][CH2:36]4)[cH:37][cH:38]3)[cH:39]2)[cH:40][c:41]([F:42])[cH:43]1>C(Cl)(Cl)Cl.CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+]>[F:1][c:2]1[cH:3][c:4]([CH2:5][NH:6][c:7]2[c:8]([CH2:9][C:10](=[O:11])[NH2:12])[cH:13][n:14][c:15]([NH:16][c:17]3[cH:18][cH:19][c:20]([N:21]4[CH2:22][CH2:23][N:24]([CH2:25][CH2:26][NH:27][C:28](=[O:29])[O:30][C:31]([CH3:32])([CH3:33])[CH3:34])[CH2:35][CH2:36]4)[cH:37][cH:38]3)[cH:39]2)[cH:40][c:41]([F:42])[cH:43]1.[OH2:44]	82	426	484
[N+:1](=[O:2])([O-:3])[c:4]1[cH:5][c:6]([C:7]2=[N:8][O:9][CH:10]([CH2:11][CH2:12][CH:13]=[O:39])[CH2:35]2)[cH:36][cH:37][cH:38]1.[NH:14]1[CH2:15][CH2:16][N:17]([CH:18]([c:19]2[cH:20][cH:21][c:22]([F:23])[cH:24][cH:25]2)[c:26]2[cH:27][cH:28][c:29]([F:30])[cH:31][cH:32]2)[CH2:33][CH2:34]1>C(Cl)Cl.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+]>[N+:1](=[O:2])([O-:3])[c:4]1[cH:5][c:6]([C:7]2=[N:8][O:9][CH:10]([CH2:11][CH2:12][CH2:13][N:14]3[CH2:15][CH2:16][N:17]([CH:18]([c:19]4[cH:20][cH:21][c:22]([F:23])[cH:24][cH:25]4)[c:26]4[cH:27][cH:28][c:29]([F:30])[cH:31][cH:32]4)[CH2:33][CH2:34]3)[CH2:35]2)[cH:36][cH:37][cH:38]1.[OH2:39]	82	114040	484
[CH3:1][C:2]1([CH3:3])[c:4]2[cH:5][cH:6][c:7](-[c:8]3[n:9][o:10][c:11]([CH:12]4[CH2:13][CH2:14][NH:15][CH2:22][CH2:23]4)[n:24]3)[cH:25][c:26]2[C:27]([CH3:28])([CH3:29])[CH2:30][CH2:31]1.[CH:16]([CH2:17][CH2:18][CH2:19][CH2:20][OH:21])=[O:32]>Cl>[CH3:1][C:2]1([CH3:3])[c:4]2[cH:5][cH:6][c:7](-[c:8]3[n:9][o:10][c:11]([CH:12]4[CH2:13][CH2:14][N:15]([CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][OH:21])[CH2:22][CH2:23]4)[n:24]3)[cH:25][c:26]2[C:27]([CH3:28])([CH3:29])[CH2:30][CH2:31]1.[OH2:32]	82	300088	484
[NH:14]1[CH2:15][CH2:16][N:17]([c:18]2[c:19]3[c:20]([cH:21][cH:22][cH:23]2)[CH2:24][O:25][CH2:26]3)[CH2:27][CH2:28]1.[O:1]=[c:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH2:10][CH2:11][CH2:12][CH:13]=[O:32])[n:29][c:30]2[nH:31]1>ClC(Cl)C.CCOC(C)=O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+]>[O:1]=[c:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH2:10][CH2:11][CH2:12][CH2:13][N:14]3[CH2:15][CH2:16][N:17]([c:18]4[c:19]5[c:20]([cH:21][cH:22][cH:23]4)[CH2:24][O:25][CH2:26]5)[CH2:27][CH2:28]3)[n:29][c:30]2[nH:31]1.[OH2:32]	82	130054	484
[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[n:9][o:10][c:11]([CH:12]3[CH2:13][CH2:14][NH:15][CH2:38][CH2:39]3)[n:40]2)[cH:41][cH:42]1.[CH:16]([CH2:17][C:18]1([c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[CH2:25][CH2:26][N:27]([C:28]([c:29]2[cH:30][cH:31][cH:32][cH:33][cH:34]2)=[O:35])[CH2:36][CH2:37]1)=[O:43]>C(Cl)Cl.O=C(O)C(F)(F)F.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+].O=C([O-])O.[Na+].O=C[O-]>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[n:9][o:10][c:11]([CH:12]3[CH2:13][CH2:14][N:15]([CH2:16][CH2:17][C:18]4([c:19]5[cH:20][cH:21][cH:22][cH:23][cH:24]5)[CH2:25][CH2:26][N:27]([C:28]([c:29]5[cH:30][cH:31][cH:32][cH:33][cH:34]5)=[O:35])[CH2:36][CH2:37]4)[CH2:38][CH2:39]3)[n:40]2)[cH:41][cH:42]1.[OH2:43]	82	70336	484
[F:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][NH:7][C:8](=[O:9])[c:10]2[n:11][c:12]([CH2:13][CH:14]=[O:37])[n:29]([CH3:30])[c:31](=[O:32])[c:33]2[OH:34])[cH:35][cH:36]1.[NH:15]1[CH2:16][CH2:17][N:18]([C:19]([c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)=[O:26])[CH2:27][CH2:28]1>CO.CC(=O)[O-].[Na+].[BH3-]C#N.[Na+]>[F:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][NH:7][C:8](=[O:9])[c:10]2[n:11][c:12]([CH2:13][CH2:14][N:15]3[CH2:16][CH2:17][N:18]([C:19]([c:20]4[cH:21][cH:22][cH:23][cH:24][cH:25]4)=[O:26])[CH2:27][CH2:28]3)[n:29]([CH3:30])[c:31](=[O:32])[c:33]2[OH:34])[cH:35][cH:36]1.[OH2:37]	82	42383	484
[N:1]1([CH2:2][CH2:3][OH:4])[CH2:15][CH2:16][CH2:17][CH2:18]1.[c:5]1([F:19])[c:6]([F:7])[cH:8][c:9]([N+:10](=[O:11])[O-:12])[cH:13][cH:14]1>CO.O.CCOC(C)=O.C1CCOC1.[H-].[Na+]>[FH:19].[N:1]1([CH2:2][CH2:3][O:4][c:5]2[c:6]([F:7])[cH:8][c:9]([N+:10](=[O:11])[O-:12])[cH:13][cH:14]2)[CH2:15][CH2:16][CH2:17][CH2:18]1	83	41518	485
[OH:2][CH2:3][c:4]1[c:5]([F:6])[c:7]([F:8])[cH:9][c:10]([F:11])[cH:12]1.[c:1]1([F:37])[c:13](-[c:14]2[n:15][c:16]([NH:17][c:18]3[cH:19][c:20]([CH2:21][S:22](=[O:23])(=[O:24])[CH3:25])[cH:26][cH:27][cH:28]3)[n:29][cH:30][n:31]2)[cH:32][cH:33][c:34]([F:35])[cH:36]1>>[FH:37].[c:1]1([O:2][CH2:3][c:4]2[c:5]([F:6])[c:7]([F:8])[cH:9][c:10]([F:11])[cH:12]2)[c:13](-[c:14]2[n:15][c:16]([NH:17][c:18]3[cH:19][c:20]([CH2:21][S:22](=[O:23])(=[O:24])[CH3:25])[cH:26][cH:27][cH:28]3)[n:29][cH:30][n:31]2)[cH:32][cH:33][c:34]([F:35])[cH:36]1	83	381738	485
[F:1][C:2]([c:3]1[cH:4][cH:5][c:6](-[c:7]2[s:8][c:9]([CH2:10][OH:11])[c:24]([CH2:25][N:26]3[CH2:27][CH2:28][CH:29]([C:30]([F:31])([F:32])[F:33])[CH2:34][CH2:35]3)[n:36]2)[cH:37][cH:38]1)([F:39])[F:40].[c:12]1([F:41])[cH:13][cH:14][c:15]([C:16]#[N:17])[c:18]([O:19][CH:20]([F:21])[F:22])[cH:23]1>CN(C)C=O.[H-].[Na+].O>[F:1][C:2]([c:3]1[cH:4][cH:5][c:6](-[c:7]2[s:8][c:9]([CH2:10][O:11][c:12]3[cH:13][cH:14][c:15]([C:16]#[N:17])[c:18]([O:19][CH:20]([F:21])[F:22])[cH:23]3)[c:24]([CH2:25][N:26]3[CH2:27][CH2:28][CH:29]([C:30]([F:31])([F:32])[F:33])[CH2:34][CH2:35]3)[n:36]2)[cH:37][cH:38]1)([F:39])[F:40].[FH:41]	83	130409	485
[F:1][C:2]([CH2:3][OH:4])([C:18]([C:19]([C:20]([CH2:21][OH:22])([F:23])[F:24])([F:25])[F:26])([F:27])[F:28])[F:29].[c:5]1([F:30])[c:6]([F:7])[c:8]([F:9])[c:10]([N+:11](=[O:12])[O-:13])[c:14]([F:15])[c:16]1[F:17]>CN1C(=O)CCC1.O.CCN(CC)CC.CC(=O)O>[F:1][C:2]([CH2:3][O:4][c:5]1[c:6]([F:7])[c:8]([F:9])[c:10]([N+:11](=[O:12])[O-:13])[c:14]([F:15])[c:16]1[F:17])([C:18]([C:19]([C:20]([CH2:21][OH:22])([F:23])[F:24])([F:25])[F:26])([F:27])[F:28])[F:29].[FH:30]	83	21234	485
[CH3:1][O:2][CH2:3][CH2:4][OH:5].[c:6]1([F:16])[c:7]([N+:8](=[O:9])[O-:10])[cH:11][c:12]([I:13])[cH:14][cH:15]1>CN(C=O)C.[H-].[Na+]>[CH3:1][O:2][CH2:3][CH2:4][O:5][c:6]1[c:7]([N+:8](=[O:9])[O-:10])[cH:11][c:12]([I:13])[cH:14][cH:15]1.[FH:16]	83	315832	485
[C:1](=[O:2])([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])[N:8]1[CH2:9][CH2:10][CH:11]([OH:12])[CH2:21][CH2:22]1.[c:13]1([F:23])[c:14]([S:15][CH3:16])[cH:17][cH:18][cH:19][cH:20]1>CN(C)C=O.C(OCC)(=O)C.[H-].[Na+]>[C:1](=[O:2])([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])[N:8]1[CH2:9][CH2:10][CH:11]([O:12][c:13]2[c:14]([S:15][CH3:16])[cH:17][cH:18][cH:19][cH:20]2)[CH2:21][CH2:22]1.[FH:23]	83	102360	485
[Br:1][c:2]1[c:3]([CH3:4])[c:5]([F:19])[cH:16][cH:17][cH:18]1.[OH:6][CH2:7][c:8]1[cH:9][cH:10][c:11]([O:12][CH3:13])[cH:14][cH:15]1>CN(C=O)C.[Cl-].[Na+].O.CCCCCCC.C(Cl)Cl.[H-].[Na+].O>[Br:1][c:2]1[c:3]([CH3:4])[c:5]([O:6][CH2:7][c:8]2[cH:9][cH:10][c:11]([O:12][CH3:13])[cH:14][cH:15]2)[cH:16][cH:17][cH:18]1.[FH:19]	83	273019	485
[Br:1][c:2]1[cH:3][c:4]([F:22])[c:16]([C:17]#[N:18])[cH:19][c:20]1[F:21].[OH:5][C@H:6]([CH2:7][CH2:8][Cl:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[Br:1][c:2]1[cH:3][c:4]([O:5][C@H:6]([CH2:7][CH2:8][Cl:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[c:16]([C:17]#[N:18])[cH:19][c:20]1[F:21].[FH:22]	83	276204	485
[NH2:1][CH:2]([CH2:3][NH:4][C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][NH:13][C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20].[S:21]([CH3:22])(=[O:23])(=[O:24])[Cl:25]>O1CCCC1.C(OCC)(=O)C.CCN(CC)CC.O>[ClH:25].[NH:1]([CH:2]([CH2:3][NH:4][C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][NH:13][C:14]([O:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[S:21]([CH3:22])(=[O:23])=[O:24]	84	319501	493
[NH2:1][CH2:2][CH2:3][O:4][c:5]1[c:6]([CH2:7][NH:8][C:9]([c:10]2[cH:11][c:12]([CH3:13])[c:14]([F:15])[cH:16][cH:17]2)=[O:18])[cH:19][cH:20][c:21]([C:22]#[N:23])[cH:24]1.[S:25]([CH3:26])(=[O:27])(=[O:28])[Cl:29]>C(Cl)Cl.O1CCOCC1.c1ccncc1>[ClH:29].[NH:1]([CH2:2][CH2:3][O:4][c:5]1[c:6]([CH2:7][NH:8][C:9]([c:10]2[cH:11][c:12]([CH3:13])[c:14]([F:15])[cH:16][cH:17]2)=[O:18])[cH:19][cH:20][c:21]([C:22]#[N:23])[cH:24]1)[S:25]([CH3:26])(=[O:27])=[O:28]	84	75169	493
[N+:1](=[O:2])([O-:3])[c:4]1[cH:5][c:6]([CH2:7][S:8](=[O:9])(=[O:10])[Cl:18])[cH:15][cH:16][cH:17]1.[NH2:11][CH2:12][CH2:13][CH3:14]>C(#N)C.O.CCN(CC)CC>[ClH:18].[N+:1](=[O:2])([O-:3])[c:4]1[cH:5][c:6]([CH2:7][S:8](=[O:9])(=[O:10])[NH:11][CH2:12][CH2:13][CH3:14])[cH:15][cH:16][cH:17]1	84	32174	493
[CH2:1]([CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[NH2:9].[S:10]([CH2:11][CH2:12][CH2:13][CH3:14])(=[O:15])(=[O:16])[Cl:17]>C(Cl)Cl.CCOC(C)=O.CCN(CC)CC>[CH2:1]([CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[NH:9][S:10]([CH2:11][CH2:12][CH2:13][CH3:14])(=[O:15])=[O:16].[ClH:17]	84	174003	493
[CH3:1][S:2](=[O:3])(=[O:4])[Cl:26].[NH2:5][CH2:6][CH2:7][NH:8][c:9]1[n:10][cH:11][c:12]([C:13](=[O:14])[NH2:15])[c:16]([NH:17][c:18]2[cH:19][c:20]([CH3:21])[cH:22][cH:23][cH:24]2)[n:25]1>C(OCC)(=O)C.CCN(CC)CC>[CH3:1][S:2](=[O:3])(=[O:4])[NH:5][CH2:6][CH2:7][NH:8][c:9]1[n:10][cH:11][c:12]([C:13](=[O:14])[NH2:15])[c:16]([NH:17][c:18]2[cH:19][c:20]([CH3:21])[cH:22][cH:23][cH:24]2)[n:25]1.[ClH:26]	84	131423	493
[NH2:6][C:7]([C:8]#[N:9])([CH2:10][O:11][c:12]1[c:13]([Cl:14])[c:15]([Cl:16])[cH:17][cH:18][cH:19]1)[CH3:20].[c:1]1([CH2:2][S:3](=[O:4])(=[O:5])[Cl:26])[cH:21][cH:22][cH:23][cH:24][cH:25]1>C(Cl)Cl>[ClH:26].[c:1]1([CH2:2][S:3](=[O:4])(=[O:5])[NH:6][C:7]([C:8]#[N:9])([CH2:10][O:11][c:12]2[c:13]([Cl:14])[c:15]([Cl:16])[cH:17][cH:18][cH:19]2)[CH3:20])[cH:21][cH:22][cH:23][cH:24][cH:25]1	84	324179	493
[Cl:1][c:2]1[cH:3][c:4]([S:5][c:6]2[c:7]([CH2:8][c:9]3[cH:10][cH:11][n:12][cH:13][cH:14]3)[c:15]([CH2:16][NH2:17])[n:22][n:23]2[CH:24]([CH3:25])[CH3:26])[cH:27][c:28]([Cl:29])[cH:30]1.[S:18]([CH3:19])(=[O:20])(=[O:21])[Cl:31]>ClCCl.CCN(CC)CC>[Cl:1][c:2]1[cH:3][c:4]([S:5][c:6]2[c:7]([CH2:8][c:9]3[cH:10][cH:11][n:12][cH:13][cH:14]3)[c:15]([CH2:16][NH:17][S:18]([CH3:19])(=[O:20])=[O:21])[n:22][n:23]2[CH:24]([CH3:25])[CH3:26])[cH:27][c:28]([Cl:29])[cH:30]1.[ClH:31]	84	223602	493
[NH2:1][CH2:2][c:3]1[s:4][c:5]2[c:6]([n:7]1)[cH:8][c:9]([NH:10][C:11]([c:12]1[cH:13][cH:14][c:15]([C:16]([CH3:17])([CH3:18])[CH3:19])[cH:20][cH:21]1)=[O:22])[cH:23][cH:24]2.[S:25]([CH3:26])(=[O:27])(=[O:28])[Cl:29]>C(Cl)Cl.CCN(CC)CC>[ClH:29].[NH:1]([CH2:2][c:3]1[s:4][c:5]2[c:6]([n:7]1)[cH:8][c:9]([NH:10][C:11]([c:12]1[cH:13][cH:14][c:15]([C:16]([CH3:17])([CH3:18])[CH3:19])[cH:20][cH:21]1)=[O:22])[cH:23][cH:24]2)[S:25]([CH3:26])(=[O:27])=[O:28]	84	6221	493
[CH3:1][N:2]([CH:3]1[CH2:4][CH2:5][CH2:6][c:7]2[cH:8][cH:9][cH:10][n:11][c:12]21)[CH2:13][c:14]1[n:15][c:16]2[c:17]([n:18]1[CH2:19][C:20](=[O:21])[NH:22][CH2:23][CH2:24][CH2:25][NH:26][C:36]([O:35][C:32]([CH3:31])([CH3:33])[CH3:34])=[O:37])[cH:27][cH:28][cH:29][cH:30]2>CO.Cl.C1COCCO1>[CH3:1][N:2]([CH:3]1[CH2:4][CH2:5][CH2:6][c:7]2[cH:8][cH:9][cH:10][n:11][c:12]21)[CH2:13][c:14]1[n:15][c:16]2[c:17]([n:18]1[CH2:19][C:20](=[O:21])[NH:22][CH2:23][CH2:24][CH2:25][NH2:26])[cH:27][cH:28][cH:29][cH:30]2.[CH3:31][C:32]([CH3:33])([CH3:34])[O:35][CH:36]=[O:37]	85	250891	538
[NH:1]([CH:2]1[CH2:3][CH2:4][CH:5]([NH:6][C:7](=[O:8])[c:9]2[c:10](-[c:11]3[c:12]([Cl:13])[cH:14][cH:15][cH:16][c:17]3[Cl:18])[n:19][o:20][c:21]2[CH3:22])[CH2:23][CH2:24]1)[C:30]([O:29][C:26]([CH3:25])([CH3:27])[CH3:28])=[O:31]>CC(C)(C)OC(N)=O>[CH3:25][C:26]([CH3:27])([CH3:28])[O:29][CH:30]=[O:31].[NH2:1][CH:2]1[CH2:3][CH2:4][CH:5]([NH:6][C:7](=[O:8])[c:9]2[c:10](-[c:11]3[c:12]([Cl:13])[cH:14][cH:15][cH:16][c:17]3[Cl:18])[n:19][o:20][c:21]2[CH3:22])[CH2:23][CH2:24]1	85	29350	538
[NH2:1][c:2]1[n:3][c:4]2[cH:5][c:6]([O:7][CH2:8][c:9]3[cH:10][cH:11][cH:12][cH:13][cH:14]3)[cH:15][cH:16][c:17]2[c:18]2[c:19]1[n:20][c:21]([CH2:22][CH2:23][O:24][CH3:25])[n:26]2[CH2:27][CH2:28][CH2:29][CH2:30][NH:31][C:37]([O:36][C:33]([CH3:32])([CH3:34])[CH3:35])=[O:38]>C(O)C.O.Cl.[OH-].[NH4+]>[CH3:32][C:33]([CH3:34])([CH3:35])[O:36][CH:37]=[O:38].[NH2:1][c:2]1[n:3][c:4]2[cH:5][c:6]([O:7][CH2:8][c:9]3[cH:10][cH:11][cH:12][cH:13][cH:14]3)[cH:15][cH:16][c:17]2[c:18]2[c:19]1[n:20][c:21]([CH2:22][CH2:23][O:24][CH3:25])[n:26]2[CH2:27][CH2:28][CH2:29][CH2:30][NH2:31]	85	70162	538
